notes,2,a,0.654282765738,0.0498997622445
notes,2,b,0.655314757482,0.0510392694278
notes,2,c,0.627450980392,0.0508929948646
notes,2,d,0.623323013416,0.0605102795223
notes,3,a,0.665634674923,0.0572360149592
notes,3,b,0.648090815273,0.0700387182702
notes,3,c,0.627450980392,0.0606333573646
notes,3,d,0.660474716202,0.0492336860346
notes,4,a,0.672858617131,0.0659021879921
notes,4,b,0.679050567595,0.0627566389908
notes,4,c,0.682146542828,0.050662281563
notes,4,d,0.68524251806,0.0512267229969
notes,6,a,0.704850361197,0.0577915376677
notes,6,b,0.668730650155,0.0495785847243
notes,6,c,0.68008255934,0.0427747817875
notes,6,d,0.700722394221,0.0348134732579
contours,2,a,0.599587203302,0.0532251680422
contours,2,b,0.599587203302,0.0532251680422
contours,2,c,0.599587203302,0.0511434951222
contours,2,d,0.574819401445,0.0569375200171
contours,3,a,0.606811145511,0.0521334610539
contours,3,b,0.620227038184,0.0706744836667
contours,3,c,0.62435500516,0.065934500908
contours,3,d,0.626418988648,0.0544124925757
contours,4,a,0.579979360165,0.0752717545049
contours,4,b,0.599587203302,0.0730166066101
contours,4,c,0.603715170279,0.0645469381676
contours,4,d,0.640866873065,0.0496644351518
contours,6,a,0.581011351909,0.0492120496081
contours,6,b,0.592363261094,0.0597308405717
contours,6,c,0.65221878225,0.0467026150629
contours,6,d,0.638802889577,0.0619710827492
intervals,2,a,0.572755417957,0.079590586108
intervals,2,b,0.572755417957,0.079590586108
intervals,2,c,0.56346749226,0.0595343863854
intervals,2,d,0.583075335397,0.0767152426834
intervals,3,a,0.608875128999,0.060104106413
intervals,3,b,0.609907120743,0.0298029495938
intervals,3,c,0.618163054696,0.0572546192226
intervals,3,d,0.598555211558,0.0544516241828
intervals,4,a,0.649122807018,0.0613666408558
intervals,4,b,0.65737874097,0.0825335356992
intervals,4,c,0.643962848297,0.0415881149218
intervals,4,d,0.651186790506,0.0537825148433
intervals,6,a,0.665634674923,0.0752717545049
intervals,6,b,0.654282765738,0.0582687067636
intervals,6,c,0.660474716202,0.050324810486
intervals,6,d,0.679050567595,0.0672142806519
